statement_id,statement_text,party,stance_value
t12,"Voor het eenmalig gebruik van plastic, zoals bekers en eetbakjes, betaal je extra. Die heffing moet verdwijnen.",PVV,1
t12,"Voor het eenmalig gebruik van plastic, zoals bekers en eetbakjes, betaal je extra. Die heffing moet verdwijnen.",VVD,1
t12,"Voor het eenmalig gebruik van plastic, zoals bekers en eetbakjes, betaal je extra. Die heffing moet verdwijnen.",NSC,1
t12,"Voor het eenmalig gebruik van plastic, zoals bekers en eetbakjes, betaal je extra. Die heffing moet verdwijnen.",D66,1
t12,"Voor het eenmalig gebruik van plastic, zoals bekers en eetbakjes, betaal je extra. Die heffing moet verdwijnen.",BBB,1
t12,"Voor het eenmalig gebruik van plastic, zoals bekers en eetbakjes, betaal je extra. Die heffing moet verdwijnen.",CDA,1
t12,"Voor het eenmalig gebruik van plastic, zoals bekers en eetbakjes, betaal je extra. Die heffing moet verdwijnen.",SP,1
t12,"Voor het eenmalig gebruik van plastic, zoals bekers en eetbakjes, betaal je extra. Die heffing moet verdwijnen.",DENK,1
t12,"Voor het eenmalig gebruik van plastic, zoals bekers en eetbakjes, betaal je extra. Die heffing moet verdwijnen.",FvD,1
t12,"Voor het eenmalig gebruik van plastic, zoals bekers en eetbakjes, betaal je extra. Die heffing moet verdwijnen.",SGP,1
t12,"Voor het eenmalig gebruik van plastic, zoals bekers en eetbakjes, betaal je extra. Die heffing moet verdwijnen.",JA21,1
t12,"Voor het eenmalig gebruik van plastic, zoals bekers en eetbakjes, betaal je extra. Die heffing moet verdwijnen.",Vrede voor Dieren,1
t12,"Voor het eenmalig gebruik van plastic, zoals bekers en eetbakjes, betaal je extra. Die heffing moet verdwijnen.",BVNL,1
t12,"Voor het eenmalig gebruik van plastic, zoals bekers en eetbakjes, betaal je extra. Die heffing moet verdwijnen.",BIJ1,1
t12,"Voor het eenmalig gebruik van plastic, zoals bekers en eetbakjes, betaal je extra. Die heffing moet verdwijnen.",Libertaire Partij,1
t12,"Voor het eenmalig gebruik van plastic, zoals bekers en eetbakjes, betaal je extra. Die heffing moet verdwijnen.",50PLUS,1
t12,"Voor het eenmalig gebruik van plastic, zoals bekers en eetbakjes, betaal je extra. Die heffing moet verdwijnen.",Piratenpartij,1
t12,"Voor het eenmalig gebruik van plastic, zoals bekers en eetbakjes, betaal je extra. Die heffing moet verdwijnen.",FNP,1
t12,"Voor het eenmalig gebruik van plastic, zoals bekers en eetbakjes, betaal je extra. Die heffing moet verdwijnen.",Vrij Verbond,1
t12,"Voor het eenmalig gebruik van plastic, zoals bekers en eetbakjes, betaal je extra. Die heffing moet verdwijnen.",De Linie,1
t12,"Voor het eenmalig gebruik van plastic, zoals bekers en eetbakjes, betaal je extra. Die heffing moet verdwijnen.",GroenLinks-PvdA,-1
t12,"Voor het eenmalig gebruik van plastic, zoals bekers en eetbakjes, betaal je extra. Die heffing moet verdwijnen.",Partij voor de Dieren,-1
t12,"Voor het eenmalig gebruik van plastic, zoals bekers en eetbakjes, betaal je extra. Die heffing moet verdwijnen.",ChristenUnie,-1
t12,"Voor het eenmalig gebruik van plastic, zoals bekers en eetbakjes, betaal je extra. Die heffing moet verdwijnen.",Volt,-1
t13,De huurprijs van een sociale huurwoningIcon mag de komende drie jaar niet harder stijgen dan de inflatieIcon.,PVV,1
t13,De huurprijs van een sociale huurwoningIcon mag de komende drie jaar niet harder stijgen dan de inflatieIcon.,GroenLinks-PvdA,1
t13,De huurprijs van een sociale huurwoningIcon mag de komende drie jaar niet harder stijgen dan de inflatieIcon.,NSC,1
t13,De huurprijs van een sociale huurwoningIcon mag de komende drie jaar niet harder stijgen dan de inflatieIcon.,D66,1
t13,De huurprijs van een sociale huurwoningIcon mag de komende drie jaar niet harder stijgen dan de inflatieIcon.,CDA,1
t13,De huurprijs van een sociale huurwoningIcon mag de komende drie jaar niet harder stijgen dan de inflatieIcon.,SP,1
t13,De huurprijs van een sociale huurwoningIcon mag de komende drie jaar niet harder stijgen dan de inflatieIcon.,DENK,1
t13,De huurprijs van een sociale huurwoningIcon mag de komende drie jaar niet harder stijgen dan de inflatieIcon.,Partij voor de Dieren,1
t13,De huurprijs van een sociale huurwoningIcon mag de komende drie jaar niet harder stijgen dan de inflatieIcon.,ChristenUnie,1
t13,De huurprijs van een sociale huurwoningIcon mag de komende drie jaar niet harder stijgen dan de inflatieIcon.,Volt,1
t13,De huurprijs van een sociale huurwoningIcon mag de komende drie jaar niet harder stijgen dan de inflatieIcon.,Vrede voor Dieren,1
t13,De huurprijs van een sociale huurwoningIcon mag de komende drie jaar niet harder stijgen dan de inflatieIcon.,BIJ1,1
t13,De huurprijs van een sociale huurwoningIcon mag de komende drie jaar niet harder stijgen dan de inflatieIcon.,50PLUS,1
t13,De huurprijs van een sociale huurwoningIcon mag de komende drie jaar niet harder stijgen dan de inflatieIcon.,Piratenpartij,1
t13,De huurprijs van een sociale huurwoningIcon mag de komende drie jaar niet harder stijgen dan de inflatieIcon.,FNP,1
t13,De huurprijs van een sociale huurwoningIcon mag de komende drie jaar niet harder stijgen dan de inflatieIcon.,De Linie,1
t13,De huurprijs van een sociale huurwoningIcon mag de komende drie jaar niet harder stijgen dan de inflatieIcon.,SGP,0
t13,De huurprijs van een sociale huurwoningIcon mag de komende drie jaar niet harder stijgen dan de inflatieIcon.,VVD,-1
t13,De huurprijs van een sociale huurwoningIcon mag de komende drie jaar niet harder stijgen dan de inflatieIcon.,BBB,-1
t13,De huurprijs van een sociale huurwoningIcon mag de komende drie jaar niet harder stijgen dan de inflatieIcon.,FvD,-1
t13,De huurprijs van een sociale huurwoningIcon mag de komende drie jaar niet harder stijgen dan de inflatieIcon.,JA21,-1
t13,De huurprijs van een sociale huurwoningIcon mag de komende drie jaar niet harder stijgen dan de inflatieIcon.,BVNL,-1
t13,De huurprijs van een sociale huurwoningIcon mag de komende drie jaar niet harder stijgen dan de inflatieIcon.,Libertaire Partij,-1
t13,De huurprijs van een sociale huurwoningIcon mag de komende drie jaar niet harder stijgen dan de inflatieIcon.,Vrij Verbond,-1
t14,De regering moet meer geld uitgeven aan wetenschappelijk onderzoek.,GroenLinks-PvdA,1
t14,De regering moet meer geld uitgeven aan wetenschappelijk onderzoek.,VVD,1
t14,De regering moet meer geld uitgeven aan wetenschappelijk onderzoek.,NSC,1
t14,De regering moet meer geld uitgeven aan wetenschappelijk onderzoek.,D66,1
t14,De regering moet meer geld uitgeven aan wetenschappelijk onderzoek.,CDA,1
t14,De regering moet meer geld uitgeven aan wetenschappelijk onderzoek.,SP,1
t14,De regering moet meer geld uitgeven aan wetenschappelijk onderzoek.,DENK,1
t14,De regering moet meer geld uitgeven aan wetenschappelijk onderzoek.,Partij voor de Dieren,1
t14,De regering moet meer geld uitgeven aan wetenschappelijk onderzoek.,SGP,1
t14,De regering moet meer geld uitgeven aan wetenschappelijk onderzoek.,ChristenUnie,1
t14,De regering moet meer geld uitgeven aan wetenschappelijk onderzoek.,Volt,1
t14,De regering moet meer geld uitgeven aan wetenschappelijk onderzoek.,JA21,1
t14,De regering moet meer geld uitgeven aan wetenschappelijk onderzoek.,Vrede voor Dieren,1
t14,De regering moet meer geld uitgeven aan wetenschappelijk onderzoek.,BIJ1,1
t14,De regering moet meer geld uitgeven aan wetenschappelijk onderzoek.,Piratenpartij,1
t14,De regering moet meer geld uitgeven aan wetenschappelijk onderzoek.,FNP,1
t14,De regering moet meer geld uitgeven aan wetenschappelijk onderzoek.,De Linie,1
t14,De regering moet meer geld uitgeven aan wetenschappelijk onderzoek.,PVV,-1
t14,De regering moet meer geld uitgeven aan wetenschappelijk onderzoek.,BBB,-1
t14,De regering moet meer geld uitgeven aan wetenschappelijk onderzoek.,FvD,-1
t14,De regering moet meer geld uitgeven aan wetenschappelijk onderzoek.,BVNL,-1
t14,De regering moet meer geld uitgeven aan wetenschappelijk onderzoek.,Libertaire Partij,-1
t14,De regering moet meer geld uitgeven aan wetenschappelijk onderzoek.,50PLUS,-1
t14,De regering moet meer geld uitgeven aan wetenschappelijk onderzoek.,Vrij Verbond,-1
t15,Gemeenten en provincies moeten makkelijker een vergunning krijgen om wolven af te schieten die problemen veroorzaken.,PVV,1
t15,Gemeenten en provincies moeten makkelijker een vergunning krijgen om wolven af te schieten die problemen veroorzaken.,VVD,1
t15,Gemeenten en provincies moeten makkelijker een vergunning krijgen om wolven af te schieten die problemen veroorzaken.,NSC,1
t15,Gemeenten en provincies moeten makkelijker een vergunning krijgen om wolven af te schieten die problemen veroorzaken.,D66,1
t15,Gemeenten en provincies moeten makkelijker een vergunning krijgen om wolven af te schieten die problemen veroorzaken.,BBB,1
t15,Gemeenten en provincies moeten makkelijker een vergunning krijgen om wolven af te schieten die problemen veroorzaken.,CDA,1
t15,Gemeenten en provincies moeten makkelijker een vergunning krijgen om wolven af te schieten die problemen veroorzaken.,FvD,1
t15,Gemeenten en provincies moeten makkelijker een vergunning krijgen om wolven af te schieten die problemen veroorzaken.,SGP,1
t15,Gemeenten en provincies moeten makkelijker een vergunning krijgen om wolven af te schieten die problemen veroorzaken.,ChristenUnie,1
t15,Gemeenten en provincies moeten makkelijker een vergunning krijgen om wolven af te schieten die problemen veroorzaken.,JA21,1
t15,Gemeenten en provincies moeten makkelijker een vergunning krijgen om wolven af te schieten die problemen veroorzaken.,BVNL,1
t15,Gemeenten en provincies moeten makkelijker een vergunning krijgen om wolven af te schieten die problemen veroorzaken.,Libertaire Partij,1
t15,Gemeenten en provincies moeten makkelijker een vergunning krijgen om wolven af te schieten die problemen veroorzaken.,50PLUS,1
t15,Gemeenten en provincies moeten makkelijker een vergunning krijgen om wolven af te schieten die problemen veroorzaken.,FNP,1
t15,Gemeenten en provincies moeten makkelijker een vergunning krijgen om wolven af te schieten die problemen veroorzaken.,Vrij Verbond,1
t15,Gemeenten en provincies moeten makkelijker een vergunning krijgen om wolven af te schieten die problemen veroorzaken.,De Linie,1
t15,Gemeenten en provincies moeten makkelijker een vergunning krijgen om wolven af te schieten die problemen veroorzaken.,GroenLinks-PvdA,-1
t15,Gemeenten en provincies moeten makkelijker een vergunning krijgen om wolven af te schieten die problemen veroorzaken.,SP,-1
t15,Gemeenten en provincies moeten makkelijker een vergunning krijgen om wolven af te schieten die problemen veroorzaken.,DENK,-1
t15,Gemeenten en provincies moeten makkelijker een vergunning krijgen om wolven af te schieten die problemen veroorzaken.,Partij voor de Dieren,-1
t15,Gemeenten en provincies moeten makkelijker een vergunning krijgen om wolven af te schieten die problemen veroorzaken.,Volt,-1
t15,Gemeenten en provincies moeten makkelijker een vergunning krijgen om wolven af te schieten die problemen veroorzaken.,Vrede voor Dieren,-1
t15,Gemeenten en provincies moeten makkelijker een vergunning krijgen om wolven af te schieten die problemen veroorzaken.,BIJ1,-1
t15,Gemeenten en provincies moeten makkelijker een vergunning krijgen om wolven af te schieten die problemen veroorzaken.,Piratenpartij,-1
t16,De rechter moet mensen kunnen straffen door het dragen van een enkelband in plaats van een korte celstraf.,GroenLinks-PvdA,1
t16,De rechter moet mensen kunnen straffen door het dragen van een enkelband in plaats van een korte celstraf.,NSC,1
t16,De rechter moet mensen kunnen straffen door het dragen van een enkelband in plaats van een korte celstraf.,D66,1
t16,De rechter moet mensen kunnen straffen door het dragen van een enkelband in plaats van een korte celstraf.,CDA,1
t16,De rechter moet mensen kunnen straffen door het dragen van een enkelband in plaats van een korte celstraf.,SP,1
t16,De rechter moet mensen kunnen straffen door het dragen van een enkelband in plaats van een korte celstraf.,DENK,1
t16,De rechter moet mensen kunnen straffen door het dragen van een enkelband in plaats van een korte celstraf.,Partij voor de Dieren,1
t16,De rechter moet mensen kunnen straffen door het dragen van een enkelband in plaats van een korte celstraf.,ChristenUnie,1
t16,De rechter moet mensen kunnen straffen door het dragen van een enkelband in plaats van een korte celstraf.,Volt,1
t16,De rechter moet mensen kunnen straffen door het dragen van een enkelband in plaats van een korte celstraf.,Vrede voor Dieren,1
t16,De rechter moet mensen kunnen straffen door het dragen van een enkelband in plaats van een korte celstraf.,BIJ1,1
t16,De rechter moet mensen kunnen straffen door het dragen van een enkelband in plaats van een korte celstraf.,Libertaire Partij,1
t16,De rechter moet mensen kunnen straffen door het dragen van een enkelband in plaats van een korte celstraf.,50PLUS,1
t16,De rechter moet mensen kunnen straffen door het dragen van een enkelband in plaats van een korte celstraf.,Piratenpartij,1
t16,De rechter moet mensen kunnen straffen door het dragen van een enkelband in plaats van een korte celstraf.,FNP,1
t16,De rechter moet mensen kunnen straffen door het dragen van een enkelband in plaats van een korte celstraf.,Vrij Verbond,1
t16,De rechter moet mensen kunnen straffen door het dragen van een enkelband in plaats van een korte celstraf.,De Linie,1
t16,De rechter moet mensen kunnen straffen door het dragen van een enkelband in plaats van een korte celstraf.,PVV,-1
t16,De rechter moet mensen kunnen straffen door het dragen van een enkelband in plaats van een korte celstraf.,VVD,-1
t16,De rechter moet mensen kunnen straffen door het dragen van een enkelband in plaats van een korte celstraf.,BBB,-1
t16,De rechter moet mensen kunnen straffen door het dragen van een enkelband in plaats van een korte celstraf.,FvD,-1
t16,De rechter moet mensen kunnen straffen door het dragen van een enkelband in plaats van een korte celstraf.,SGP,-1
t16,De rechter moet mensen kunnen straffen door het dragen van een enkelband in plaats van een korte celstraf.,JA21,-1
t16,De rechter moet mensen kunnen straffen door het dragen van een enkelband in plaats van een korte celstraf.,BVNL,-1
t17,"Als je werkloos wordt, moet je maximaal 12 maanden WWIcon krijgen. Dat is nu nog 24 maanden.",VVD,1
t17,"Als je werkloos wordt, moet je maximaal 12 maanden WWIcon krijgen. Dat is nu nog 24 maanden.",D66,1
t17,"Als je werkloos wordt, moet je maximaal 12 maanden WWIcon krijgen. Dat is nu nog 24 maanden.",FvD,1
t17,"Als je werkloos wordt, moet je maximaal 12 maanden WWIcon krijgen. Dat is nu nog 24 maanden.",SGP,1
t17,"Als je werkloos wordt, moet je maximaal 12 maanden WWIcon krijgen. Dat is nu nog 24 maanden.",JA21,1
t17,"Als je werkloos wordt, moet je maximaal 12 maanden WWIcon krijgen. Dat is nu nog 24 maanden.",BVNL,1
t17,"Als je werkloos wordt, moet je maximaal 12 maanden WWIcon krijgen. Dat is nu nog 24 maanden.",Libertaire Partij,1
t17,"Als je werkloos wordt, moet je maximaal 12 maanden WWIcon krijgen. Dat is nu nog 24 maanden.",Vrij Verbond,0
t17,"Als je werkloos wordt, moet je maximaal 12 maanden WWIcon krijgen. Dat is nu nog 24 maanden.",PVV,-1
t17,"Als je werkloos wordt, moet je maximaal 12 maanden WWIcon krijgen. Dat is nu nog 24 maanden.",GroenLinks-PvdA,-1
t17,"Als je werkloos wordt, moet je maximaal 12 maanden WWIcon krijgen. Dat is nu nog 24 maanden.",NSC,-1
t17,"Als je werkloos wordt, moet je maximaal 12 maanden WWIcon krijgen. Dat is nu nog 24 maanden.",BBB,-1
t17,"Als je werkloos wordt, moet je maximaal 12 maanden WWIcon krijgen. Dat is nu nog 24 maanden.",CDA,-1
t17,"Als je werkloos wordt, moet je maximaal 12 maanden WWIcon krijgen. Dat is nu nog 24 maanden.",SP,-1
t17,"Als je werkloos wordt, moet je maximaal 12 maanden WWIcon krijgen. Dat is nu nog 24 maanden.",DENK,-1
t17,"Als je werkloos wordt, moet je maximaal 12 maanden WWIcon krijgen. Dat is nu nog 24 maanden.",Partij voor de Dieren,-1
t17,"Als je werkloos wordt, moet je maximaal 12 maanden WWIcon krijgen. Dat is nu nog 24 maanden.",ChristenUnie,-1
t17,"Als je werkloos wordt, moet je maximaal 12 maanden WWIcon krijgen. Dat is nu nog 24 maanden.",Volt,-1
t17,"Als je werkloos wordt, moet je maximaal 12 maanden WWIcon krijgen. Dat is nu nog 24 maanden.",Vrede voor Dieren,-1
t17,"Als je werkloos wordt, moet je maximaal 12 maanden WWIcon krijgen. Dat is nu nog 24 maanden.",BIJ1,-1
t17,"Als je werkloos wordt, moet je maximaal 12 maanden WWIcon krijgen. Dat is nu nog 24 maanden.",50PLUS,-1
t17,"Als je werkloos wordt, moet je maximaal 12 maanden WWIcon krijgen. Dat is nu nog 24 maanden.",Piratenpartij,-1
t17,"Als je werkloos wordt, moet je maximaal 12 maanden WWIcon krijgen. Dat is nu nog 24 maanden.",FNP,-1
t17,"Als je werkloos wordt, moet je maximaal 12 maanden WWIcon krijgen. Dat is nu nog 24 maanden.",De Linie,-1
t18,De regering moet ervoor zorgen dat er in 2030 minstens de helft minder stikstofIcon in de lucht komt ten opzichte van 2019.,GroenLinks-PvdA,1
t18,De regering moet ervoor zorgen dat er in 2030 minstens de helft minder stikstofIcon in de lucht komt ten opzichte van 2019.,D66,1
t18,De regering moet ervoor zorgen dat er in 2030 minstens de helft minder stikstofIcon in de lucht komt ten opzichte van 2019.,SP,1
t18,De regering moet ervoor zorgen dat er in 2030 minstens de helft minder stikstofIcon in de lucht komt ten opzichte van 2019.,DENK,1
t18,De regering moet ervoor zorgen dat er in 2030 minstens de helft minder stikstofIcon in de lucht komt ten opzichte van 2019.,Partij voor de Dieren,1
t18,De regering moet ervoor zorgen dat er in 2030 minstens de helft minder stikstofIcon in de lucht komt ten opzichte van 2019.,Volt,1
t18,De regering moet ervoor zorgen dat er in 2030 minstens de helft minder stikstofIcon in de lucht komt ten opzichte van 2019.,Vrede voor Dieren,1
t18,De regering moet ervoor zorgen dat er in 2030 minstens de helft minder stikstofIcon in de lucht komt ten opzichte van 2019.,BIJ1,1
t18,De regering moet ervoor zorgen dat er in 2030 minstens de helft minder stikstofIcon in de lucht komt ten opzichte van 2019.,Piratenpartij,1
t18,De regering moet ervoor zorgen dat er in 2030 minstens de helft minder stikstofIcon in de lucht komt ten opzichte van 2019.,PVV,-1
t18,De regering moet ervoor zorgen dat er in 2030 minstens de helft minder stikstofIcon in de lucht komt ten opzichte van 2019.,VVD,-1
t18,De regering moet ervoor zorgen dat er in 2030 minstens de helft minder stikstofIcon in de lucht komt ten opzichte van 2019.,NSC,-1
t18,De regering moet ervoor zorgen dat er in 2030 minstens de helft minder stikstofIcon in de lucht komt ten opzichte van 2019.,BBB,-1
t18,De regering moet ervoor zorgen dat er in 2030 minstens de helft minder stikstofIcon in de lucht komt ten opzichte van 2019.,CDA,-1
t18,De regering moet ervoor zorgen dat er in 2030 minstens de helft minder stikstofIcon in de lucht komt ten opzichte van 2019.,FvD,-1
t18,De regering moet ervoor zorgen dat er in 2030 minstens de helft minder stikstofIcon in de lucht komt ten opzichte van 2019.,SGP,-1
t18,De regering moet ervoor zorgen dat er in 2030 minstens de helft minder stikstofIcon in de lucht komt ten opzichte van 2019.,ChristenUnie,-1
t18,De regering moet ervoor zorgen dat er in 2030 minstens de helft minder stikstofIcon in de lucht komt ten opzichte van 2019.,JA21,-1
t18,De regering moet ervoor zorgen dat er in 2030 minstens de helft minder stikstofIcon in de lucht komt ten opzichte van 2019.,BVNL,-1
t18,De regering moet ervoor zorgen dat er in 2030 minstens de helft minder stikstofIcon in de lucht komt ten opzichte van 2019.,Libertaire Partij,-1
t18,De regering moet ervoor zorgen dat er in 2030 minstens de helft minder stikstofIcon in de lucht komt ten opzichte van 2019.,50PLUS,-1
t18,De regering moet ervoor zorgen dat er in 2030 minstens de helft minder stikstofIcon in de lucht komt ten opzichte van 2019.,FNP,-1
t18,De regering moet ervoor zorgen dat er in 2030 minstens de helft minder stikstofIcon in de lucht komt ten opzichte van 2019.,Vrij Verbond,-1
t18,De regering moet ervoor zorgen dat er in 2030 minstens de helft minder stikstofIcon in de lucht komt ten opzichte van 2019.,De Linie,-1
t19,Abortus moet uit het Wetboek van StrafrechtIcon.,GroenLinks-PvdA,1
t19,Abortus moet uit het Wetboek van StrafrechtIcon.,VVD,1
t19,Abortus moet uit het Wetboek van StrafrechtIcon.,D66,1
t19,Abortus moet uit het Wetboek van StrafrechtIcon.,SP,1
t19,Abortus moet uit het Wetboek van StrafrechtIcon.,Partij voor de Dieren,1
t19,Abortus moet uit het Wetboek van StrafrechtIcon.,Volt,1
t19,Abortus moet uit het Wetboek van StrafrechtIcon.,Vrede voor Dieren,1
t19,Abortus moet uit het Wetboek van StrafrechtIcon.,BIJ1,1
t19,Abortus moet uit het Wetboek van StrafrechtIcon.,Libertaire Partij,1
t19,Abortus moet uit het Wetboek van StrafrechtIcon.,50PLUS,1
t19,Abortus moet uit het Wetboek van StrafrechtIcon.,Piratenpartij,1
t19,Abortus moet uit het Wetboek van StrafrechtIcon.,FNP,1
t19,Abortus moet uit het Wetboek van StrafrechtIcon.,Vrij Verbond,1
t19,Abortus moet uit het Wetboek van StrafrechtIcon.,De Linie,1
t19,Abortus moet uit het Wetboek van StrafrechtIcon.,PVV,-1
t19,Abortus moet uit het Wetboek van StrafrechtIcon.,NSC,-1
t19,Abortus moet uit het Wetboek van StrafrechtIcon.,BBB,-1
t19,Abortus moet uit het Wetboek van StrafrechtIcon.,CDA,-1
t19,Abortus moet uit het Wetboek van StrafrechtIcon.,DENK,-1
t19,Abortus moet uit het Wetboek van StrafrechtIcon.,FvD,-1
t19,Abortus moet uit het Wetboek van StrafrechtIcon.,SGP,-1
t19,Abortus moet uit het Wetboek van StrafrechtIcon.,ChristenUnie,-1
t19,Abortus moet uit het Wetboek van StrafrechtIcon.,JA21,-1
t19,Abortus moet uit het Wetboek van StrafrechtIcon.,BVNL,-1
t20,Verhoging van het minimumloonIcon moet niet langer automatisch leiden tot verhoging van de bijstandsuitkering.,VVD,1
t20,Verhoging van het minimumloonIcon moet niet langer automatisch leiden tot verhoging van de bijstandsuitkering.,FvD,1
t20,Verhoging van het minimumloonIcon moet niet langer automatisch leiden tot verhoging van de bijstandsuitkering.,Volt,1
t20,Verhoging van het minimumloonIcon moet niet langer automatisch leiden tot verhoging van de bijstandsuitkering.,JA21,1
t20,Verhoging van het minimumloonIcon moet niet langer automatisch leiden tot verhoging van de bijstandsuitkering.,BVNL,1
t20,Verhoging van het minimumloonIcon moet niet langer automatisch leiden tot verhoging van de bijstandsuitkering.,Libertaire Partij,1
t20,Verhoging van het minimumloonIcon moet niet langer automatisch leiden tot verhoging van de bijstandsuitkering.,Vrij Verbond,1
t20,Verhoging van het minimumloonIcon moet niet langer automatisch leiden tot verhoging van de bijstandsuitkering.,PVV,-1
t20,Verhoging van het minimumloonIcon moet niet langer automatisch leiden tot verhoging van de bijstandsuitkering.,GroenLinks-PvdA,-1
t20,Verhoging van het minimumloonIcon moet niet langer automatisch leiden tot verhoging van de bijstandsuitkering.,NSC,-1
t20,Verhoging van het minimumloonIcon moet niet langer automatisch leiden tot verhoging van de bijstandsuitkering.,D66,-1
t20,Verhoging van het minimumloonIcon moet niet langer automatisch leiden tot verhoging van de bijstandsuitkering.,BBB,-1
t20,Verhoging van het minimumloonIcon moet niet langer automatisch leiden tot verhoging van de bijstandsuitkering.,CDA,-1
t20,Verhoging van het minimumloonIcon moet niet langer automatisch leiden tot verhoging van de bijstandsuitkering.,SP,-1
t20,Verhoging van het minimumloonIcon moet niet langer automatisch leiden tot verhoging van de bijstandsuitkering.,DENK,-1
t20,Verhoging van het minimumloonIcon moet niet langer automatisch leiden tot verhoging van de bijstandsuitkering.,Partij voor de Dieren,-1
t20,Verhoging van het minimumloonIcon moet niet langer automatisch leiden tot verhoging van de bijstandsuitkering.,SGP,-1
t20,Verhoging van het minimumloonIcon moet niet langer automatisch leiden tot verhoging van de bijstandsuitkering.,ChristenUnie,-1
t20,Verhoging van het minimumloonIcon moet niet langer automatisch leiden tot verhoging van de bijstandsuitkering.,Vrede voor Dieren,-1
t20,Verhoging van het minimumloonIcon moet niet langer automatisch leiden tot verhoging van de bijstandsuitkering.,BIJ1,-1
t20,Verhoging van het minimumloonIcon moet niet langer automatisch leiden tot verhoging van de bijstandsuitkering.,50PLUS,-1
t20,Verhoging van het minimumloonIcon moet niet langer automatisch leiden tot verhoging van de bijstandsuitkering.,Piratenpartij,-1
t20,Verhoging van het minimumloonIcon moet niet langer automatisch leiden tot verhoging van de bijstandsuitkering.,FNP,-1
t20,Verhoging van het minimumloonIcon moet niet langer automatisch leiden tot verhoging van de bijstandsuitkering.,De Linie,-1
t21,De hoeveelheid vee in Nederland moet met minstens de helft omlaag.,GroenLinks-PvdA,1
t21,De hoeveelheid vee in Nederland moet met minstens de helft omlaag.,Partij voor de Dieren,1
t21,De hoeveelheid vee in Nederland moet met minstens de helft omlaag.,Volt,1
